Label,wrist,thumb cmc,thumb mcp,thumb ip,thumb tip,index finger mcp,index finger pip,index finger dip,index finger tip,middle finger mcp,middle finger pip,middle finger dip,middle finger tip,ring finger mcp,ring finger pip,ring finger dip,ring finger tip,pinky mcp,pinky pip,pinky dip,pinky tip
0,"[0.02016066201031208, 0.008616959676146507, 0.07989858090877533]","[-0.003971927799284458, 0.011108887381851673, 0.06394663453102112]","[-0.02175111137330532, 0.008935082703828812, 0.046938616782426834]","[-0.027598101645708084, 0.01690937578678131, 0.02058982476592064]","[-0.027730125933885574, 0.019337376579642296, -0.002825204050168395]","[-0.01302159670740366, -0.008961176499724388, 0.002491754712536931]","[-0.031910572201013565, 0.0014269964303821325, -0.008364847861230373]","[-0.046121690422296524, 0.0031905982177704573, -0.0012556161964312196]","[-0.06165449321269989, 0.0022515258751809597, 0.00647672638297081]","[-0.002055026590824127, -0.00390703184530139, -0.002551340963691473]","[-0.01963811181485653, 0.00876534078270197, -0.0068234228529036045]","[-0.023808829486370087, 0.018569666892290115, 0.019487250596284866]","[-0.017713923007249832, 0.007774035446345806, 0.045948829501867294]","[0.007420838810503483, 0.0036054705269634724, -0.0031081861816346645]","[-0.0091661736369133, 0.021156499162316322, -0.002323615364730358]","[-0.013067894615232944, 0.02661198377609253, 0.025239089503884315]","[-0.004046590533107519, 0.020892873406410217, 0.05025993287563324]","[0.016102923080325127, 0.01907014288008213, 0.01134430430829525]","[-0.0014851174782961607, 0.024448474869132042, 0.008424615487456322]","[-0.007198537699878216, 0.02170630358159542, 0.02839810959994793]","[-0.002806353848427534, 0.017667759209871292, 0.04606568068265915]"
0,"[0.004021028988063335, 0.023381920531392097, 0.08954323828220367]","[-0.012988990172743797, 0.02573840506374836, 0.055220674723386765]","[-0.017841534689068794, 0.02782251499593258, 0.033769115805625916]","[-0.014271276071667671, 0.03211619332432747, 0.008608768694102764]","[-0.001114766113460064, 0.02787943370640278, -0.010855581611394882]","[-0.009632637724280357, 0.0057296548038721085, -0.00987920444458723]","[-0.0038547059521079063, 0.020963527262210846, -0.010346177034080029]","[0.003156332764774561, 0.03425239026546478, 0.007608397398144007]","[0.0013036513701081276, 0.04301682114601135, 0.024607812985777855]","[-0.003756452351808548, 0.0005500081460922956, -0.0041183666326105595]","[0.00526991905644536, 0.004627888556569815, -0.006878291256725788]","[0.004968136548995972, 0.01965409517288208, 0.009655878879129887]","[0.0017158892005681992, 0.011623543687164783, 0.03282693773508072]","[0.004175507929176092, -0.005732348654419184, 0.004944964777678251]","[0.008618257008492947, 0.010744843631982803, 0.0015435656532645226]","[0.007088713347911835, 0.019491514191031456, 0.02089528739452362]","[0.006856247317045927, 0.01932789944112301, 0.041760705411434174]","[0.01096724346280098, -0.00024729850701987743, 0.02116807922720909]","[0.014593534171581268, 0.01319693960249424, 0.014455671422183514]","[0.011833555996418, 0.021053243428468704, 0.02715376950800419]","[0.005449513904750347, 0.020857717841863632, 0.03814779594540596]"
0,"[-0.0936289131641388, 0.017244180664420128, 0.00508160050958395]","[-0.06961188465356827, 0.012161930091679096, -0.017456425353884697]","[-0.032000262290239334, 0.025744237005710602, -0.006039904430508614]","[0.002352967392653227, 0.03259121999144554, 0.0010766934137791395]","[0.024063343182206154, 0.031114906072616577, 0.012171625159680843]","[0.00777849368751049, -0.008766241371631622, -0.0077876434661448]","[0.03732369840145111, -0.014877356588840485, -0.012246374040842056]","[0.06308314949274063, -0.014625249430537224, -0.010867146775126457]","[0.09124772250652313, -0.01768605038523674, -0.024540074169635773]","[0.0036666998639702797, -0.004786591976881027, 0.004097965080291033]","[0.02258400060236454, 0.01206587441265583, -0.008717801421880722]","[0.0024200817570090294, 0.020233988761901855, -0.012166372500360012]","[-0.011982345953583717, 0.01476111076772213, -0.003635660745203495]","[-0.0018335299100726843, 0.005224606953561306, 0.0051553682424128056]","[0.009057254530489445, 0.02333393134176731, 0.0005054157809354365]","[-0.00889346282929182, 0.03387000039219856, -0.006064165849238634]","[-0.025265643373131752, 0.029249470680952072, -0.0014296770095825195]","[-0.018356116488575935, 0.010578833520412445, 0.012204941362142563]","[-0.008169054985046387, 0.022005898877978325, 0.0010993038304150105]","[-0.015769071877002716, 0.031915318220853806, -0.009565400891005993]","[-0.029076412320137024, 0.030691003426909447, -0.017515840008854866]"
0,"[0.04894937574863434, 0.05902763828635216, 0.04814451187849045]","[0.02574344351887703, 0.03360559418797493, 0.05397970229387283]","[0.0011682610493153334, 0.0173100046813488, 0.05287390202283859]","[-0.021937288343906403, 0.010934602469205856, 0.04038190469145775]","[-0.039945829659700394, 0.006983697880059481, 0.01862283982336521]","[-0.0063673341646790504, -0.012069839052855968, 0.018876565620303154]","[-0.020616408437490463, -0.026834193617105484, 0.005629582330584526]","[-0.03708324581384659, -0.04038161784410477, 0.0023464651312679052]","[-0.06105351448059082, -0.055350322276353836, -0.018763000145554543]","[-0.0006296917563304305, -0.004150495398789644, 0.001914624241180718]","[-0.024019578471779823, 0.0033183854538947344, -0.0006290929741226137]","[-0.03005361557006836, 0.019910592585802078, 0.016461366787552834]","[-0.014101540669798851, 0.018871266394853592, 0.03386658430099487]","[0.0020388499833643436, 0.006419066805392504, -0.013399159535765648]","[-0.017553023993968964, 0.023238426074385643, -0.0049826474860310555]","[-0.01737428829073906, 0.03691711276769638, 0.014116569422185421]","[-0.0025579361245036125, 0.031042136251926422, 0.02810710482299328]","[0.004183552227914333, 0.02686779387295246, -0.018802454695105553]","[-0.013072004541754723, 0.03926488012075424, -0.01337466761469841]","[-0.013944762758910656, 0.04645591229200363, 0.007800753694027662]","[-0.0032473476603627205, 0.045169565826654434, 0.019080515950918198]"
0,"[0.0004688818007707596, 0.08631766587495804, -0.029363224282860756]","[-0.015744740143418312, 0.0518672801554203, -0.04653619974851608]","[-0.014004385098814964, 0.017703672870993614, -0.04543956369161606]","[-0.006493194028735161, -0.01202184334397316, -0.04186594486236572]","[0.004859256558120251, -0.03744390234351158, -0.027362946420907974]","[-0.02293405681848526, -0.016677316278219223, -0.006493916269391775]","[-0.024121824651956558, -0.04474746063351631, -0.007631709799170494]","[-0.021772045642137527, -0.06920484453439713, -0.00805529486387968]","[-0.021879121661186218, -0.08868487924337387, -0.024697311222553253]","[-0.005028476472944021, -0.00547780329361558, 0.0075025106780231]","[0.009890318848192692, -0.01844567246735096, -0.0194772370159626]","[0.00876230001449585, -0.002295472426339984, -0.037658948451280594]","[-0.001625550095923245, 0.012082795612514019, -0.02622939646244049]","[0.014675496146082878, 0.008835278451442719, 0.007165740244090557]","[0.025091830641031265, 0.002788393758237362, -0.023280153051018715]","[0.02053661085665226, 0.02373587340116501, -0.030663445591926575]","[0.008617703802883625, 0.0349540151655674, -0.0156612079590559]","[0.024536702781915665, 0.027553485706448555, -0.00011067959712818265]","[0.03398863971233368, 0.02125595696270466, -0.019907379522919655]","[0.02788848988711834, 0.0343497060239315, -0.035859614610672]","[0.021226320415735245, 0.04197142645716667, -0.027256663888692856]"
0,"[0.014032394625246525, -0.01574503816664219, 0.07952684164047241]","[-0.010551737621426582, -0.02159956842660904, 0.057828083634376526]","[-0.021136289462447166, -0.015136465430259705, 0.03689057379961014]","[-0.038582704961299896, 0.0054758209735155106, 0.012134223245084286]","[-0.03750544786453247, 0.02525104582309723, -0.009101446717977524]","[-0.015253784134984016, -0.013869401067495346, -0.0029261638410389423]","[-0.025488242506980896, -0.0001344839110970497, -0.014878652058541775]","[-0.029268454760313034, 0.009110849350690842, -0.0023218297865241766]","[-0.027930952608585358, 0.015857165679335594, 0.017603080719709396]","[-0.003078870475292206, -0.0034089372493326664, -0.002436412964016199]","[-0.007790599949657917, 0.01377090997993946, -0.015341291204094887]","[-0.022506022825837135, 0.024173149839043617, 0.002085895976051688]","[-0.013913357630372047, 0.0156237268820405, 0.027567800134420395]","[0.008051590994000435, 0.006922919303178787, 0.0003554154827725142]","[-0.006927576847374439, 0.028549332171678543, -0.006484322249889374]","[-0.01731172204017639, 0.026323050260543823, 0.013049635104835033]","[-0.009822096675634384, 0.022593658417463303, 0.0355067253112793]","[0.014879041351377964, 0.02010403573513031, 0.012395854108035564]","[-0.0007755104452371597, 0.029917122796177864, 0.010761462152004242]","[-0.010308327153325081, 0.026664361357688904, 0.026225736364722252]","[-0.0112298633903265, 0.019505232572555542, 0.046292051672935486]"
0,"[-0.08132609724998474, 0.02481461688876152, 0.010763424448668957]","[-0.0632082149386406, 0.014563675038516521, -0.030346358194947243]","[-0.02905982732772827, 0.020340226590633392, -0.029269134625792503]","[0.0045111472718417645, 0.02350841648876667, -0.0321146585047245]","[0.03290044143795967, 0.019585881382226944, -0.015928974375128746]","[-0.00021030136849731207, -0.017464134842157364, -0.01978231593966484]","[0.028178032487630844, -0.02465038187801838, -0.026501430198550224]","[0.05330383777618408, -0.02791735902428627, -0.02578568644821644]","[0.0801415964961052, -0.03188703581690788, -0.038727376610040665]","[0.0028491243720054626, -0.006600305903702974, 0.0014692316763103008]","[0.022671831771731377, 0.006091912742704153, -0.017207274213433266]","[0.01025181170552969, 0.01688372530043125, -0.02788335271179676]","[0.002001976827159524, 0.013521459884941578, -0.021234430372714996]","[0.0015310668386518955, 0.01188955269753933, 0.013570559211075306]","[0.012656099162995815, 0.025487912818789482, -0.002428613370284438]","[-0.004984527826309204, 0.03736424818634987, -0.006769669707864523]","[-0.020339753478765488, 0.034739550203084946, 0.0005145124741829932]","[-0.007776242680847645, 0.023922795429825783, 0.026819609105587006]","[0.0025586835108697414, 0.02930588647723198, 0.0090357456356287]","[-0.01378608401864767, 0.038064539432525635, -0.001698317239060998]","[-0.026390094310045242, 0.04001050442457199, 0.0017087386222556233]"
0,"[0.010907284915447235, 0.022530414164066315, 0.08568449318408966]","[0.01834746077656746, 0.02182299643754959, 0.05446583777666092]","[0.03777211159467697, 0.015614899806678295, 0.03129178658127785]","[0.057869914919137955, 0.01802096888422966, 0.0011508355382829905]","[0.07059396058320999, 0.019997263327240944, -0.015012526884675026]","[0.0042357733473181725, 0.007485230918973684, -0.007009354420006275]","[0.01650775596499443, 0.0013715880922973156, -0.010605745948851109]","[0.028907770290970802, 0.00011307047680020332, -0.0002356704353587702]","[0.03645051270723343, 0.007900271564722061, 0.008589566685259342]","[-0.003962692338973284, 0.0006849672645330429, -0.001442879205569625]","[0.003672326449304819, -0.010020685382187366, -0.008834450505673885]","[0.020576342940330505, -0.005734886508435011, -0.0009875912219285965]","[0.023496218025684357, -0.003955233842134476, 0.014982689172029495]","[-0.0030269857961684465, -0.004676064942032099, 0.003085309872403741]","[0.007272869348526001, -0.006488611456006765, -0.007711849641054869]","[0.02175661362707615, -0.0023122283164411783, 0.003730626543983817]","[0.028205502778291702, -0.002879006788134575, 0.021003328263759613]","[-0.004278397187590599, -0.001310679828748107, 0.015410319902002811]","[0.0089461924508214, -0.003449650714173913, 0.006161735393106937]","[0.019031934440135956, 0.0027374173514544964, 0.009107692167162895]","[0.022675391286611557, 0.00024027470499277115, 0.016508102416992188]"
0,"[-0.08586634695529938, 0.05057854205369949, 0.02410404197871685]","[-0.07473602145910263, 0.01842840574681759, -0.03147263824939728]","[-0.04633302241563797, 0.030493900179862976, -0.032932206988334656]","[-0.002087622880935669, 0.035861268639564514, -0.06922012567520142]","[0.028304405510425568, 0.040788471698760986, -0.052946172654628754]","[-0.0035144840367138386, -0.021670013666152954, -0.02623126283288002]","[0.03288114070892334, -0.0337776243686676, -0.03257129341363907]","[0.06320935487747192, -0.012368368916213512, -0.04048118740320206]","[0.06505576521158218, -0.005226941779255867, -0.05725253373384476]","[0.0026330312248319387, 0.0001368990051560104, -0.009371470659971237]","[0.038262028247117996, 0.01810554414987564, -0.015064976178109646]","[0.014034305699169636, 0.02726958878338337, -0.021773478016257286]","[-0.012380420230329037, 0.009903786703944206, -0.00144732475746423]","[0.013552888296544552, 0.0060476623475551605, 0.015831880271434784]","[0.018497958779335022, 0.033930741250514984, -0.018595527857542038]","[-0.014535695314407349, 0.03889463096857071, -0.004994424059987068]","[-0.016330536454916, 0.02780172787606716, 0.014302641153335571]","[-0.01485113799571991, 0.018605541437864304, 0.021549073979258537]","[-0.00010981131345033646, 0.04405227303504944, -0.004343637265264988]","[-0.02004466950893402, 0.04340597242116928, -0.0074667599983513355]","[-0.021769661456346512, 0.04477230831980705, 0.0017785471864044666]"
0,"[-0.08632349967956543, -0.0017023775726556778, -0.006060432642698288]","[-0.06596602499485016, -0.010603472590446472, -0.03393986448645592]","[-0.03340465575456619, 0.006017197854816914, -0.029500635340809822]","[-0.005078368354588747, 0.02033909782767296, -0.02145196869969368]","[0.016530122607946396, 0.028591284528374672, -0.007910548709332943]","[0.004912716336548328, -0.017673777416348457, -0.01344516221433878]","[0.0328916497528553, -0.013724971562623978, -0.01983162946999073]","[0.056103650480508804, -0.004258796572685242, -0.020947853103280067]","[0.08375740051269531, 0.003022877499461174, -0.03444980829954147]","[0.0035575474612414837, -0.005010277032852173, 0.004764476325362921]","[0.011775917373597622, 0.016191955655813217, -0.015219864435493946]","[-0.012154996395111084, 0.02086174488067627, -0.017747091129422188]","[-0.02447095699608326, 0.011673366650938988, 4.9303063860861585e-05]","[-0.0005504249129444361, 0.010769740678369999, 0.00953405536711216]","[-0.00040648598223924637, 0.026617128401994705, -0.004685037769377232]","[-0.022380176931619644, 0.029966965317726135, -0.009620986878871918]","[-0.03478270769119263, 0.021907523274421692, 0.004391753114759922]","[-0.015107996761798859, 0.01865922100841999, 0.01511671207845211]","[-0.011232133023440838, 0.029876409098505974, 0.0001859901676652953]","[-0.027690768241882324, 0.033663637936115265, -0.010870818980038166]","[-0.03572353720664978, 0.031628407537937164, -0.008177807554602623]"
0,"[0.01260271854698658, 0.08716060221195221, 0.034298624843358994]","[-0.01537924725562334, 0.059949472546577454, 0.035184819251298904]","[-0.028940699994564056, 0.03447737917304039, 0.024771926924586296]","[-0.040952760726213455, 0.0086791617795825, 0.0029317457228899]","[-0.03855400159955025, -0.010162096470594406, -0.02057991549372673]","[-0.021695943549275398, -0.00901428796350956, 0.018966730684041977]","[-0.03033081442117691, -0.03249722346663475, 0.0041299560107290745]","[-0.041429318487644196, -0.0509650781750679, -0.008881025947630405]","[-0.05438239872455597, -0.06697334349155426, -0.0302031971514225]","[-0.0036894744262099266, -0.0057137818075716496, 0.005869974847882986]","[-0.019614921882748604, -0.007887938991189003, -0.014505304396152496]","[-0.03136293217539787, 0.014750560745596886, -0.009333433583378792]","[-0.01857173442840576, 0.02934868447482586, 0.006039161700755358]","[0.014171643182635307, 0.0057662916369736195, -0.01198117807507515]","[-0.011225838214159012, 0.01403302513062954, -0.024327673017978668]","[-0.0171742532402277, 0.034661274403333664, -0.01281750574707985]","[-0.004337024874985218, 0.043564945459365845, 0.0006632704753428698]","[0.01921788975596428, 0.0254801195114851, -0.02400769293308258]","[0.00010562874376773834, 0.0315244197845459, -0.03152652829885483]","[-0.008284823969006538, 0.045151859521865845, -0.017910556867718697]","[0.001613754779100418, 0.045274075120687485, -0.0062010749243199825]"
